plate_id,batch,temperature,day,isolate,biorep,media,time,average_wrangled_conc,log_average_wrangled_conc,death_phase
B6_6_15_S12-0116_4_BHIrif_-2_24_1,B6,6,15,S12-0116,4,BHIrif,24,74520,4.87227284622421,no
B6_6_15_S12-0132_4_BHI_-4_24_1,B6,6,15,S12-0132,4,BHI,24,1299000,6.11360915107303,no
B6_6_15_S12-0132_4_BHIrif_-2_24_2,B6,6,15,S12-0132,4,BHIrif,24,1080,3.03342375548695,no
B6_6_15_S12-0116_4_BHI_-6_24_1,B6,6,15,S12-0116,4,BHI,24,929137088,8.96807979598461,no
B6_6_15_S12-0141_4_BHIrif_-2_24_2,B6,6,15,S12-0141,4,BHIrif,24,1304415.4375,6.11541592995406,no
B6_6_15_S12-0141_4_BHI_-4_24_1,B6,6,15,S12-0141,4,BHI,24,83575440,7.92207867170276,no
B6_6_18_S12-0116_4_BHIrif_-2_24_1,B6,6,18,S12-0116,4,BHIrif,24,5715605.5,6.75706224547133,no
B6_6_18_S12-0132_4_BHI_-3_24_1,B6,6,18,S12-0132,4,BHI,24,19847682,7.2977097930441,no
B6_6_18_S12-0132_4_BHIrif_-3_24_2,B6,6,18,S12-0132,4,BHIrif,24,1900800,6.2789364233011,no
B6_6_18_S12-0116_4_BHI_-5_24_1,B6,6,18,S12-0116,4,BHI,24,101456640,8.00628047543041,no
B6_6_18_S12-0141_4_BHI_-5_24_1,B6,6,18,S12-0141,4,BHI,24,122152416,8.08690206111782,no
B6_6_18_S12-0141_4_BHIrif_-2_24_2,B6,6,18,S12-0141,4,BHIrif,24,12553125,7.09875185341177,no
B6_6_21_S12-0116_4_BHIrif_-4_24_1,B6,6,21,S12-0116,4,BHIrif,24,17920000,7.25333800532611,no
B6_6_21_S12-0116_4_BHI_-6_24_1,B6,6,21,S12-0116,4,BHI,24,3850333952,9.58549839891656,no
B6_6_21_S12-0132_4_BHI_-6_24_1,B6,6,21,S12-0132,4,BHI,24,6882006016,9.83771504792956,no
B6_6_21_S12-0132_4_BHIrif_-4_24_2,B6,6,21,S12-0132,4,BHIrif,24,24406260,7.38750123350132,no
B6_6_21_S12-0141_4_BHIrif_-4_24_1,B6,6,21,S12-0141,4,BHIrif,24,6019180,6.77953733083731,no
B6_6_21_S12-0141_4_BHI_-6_24_1,B6,6,21,S12-0141,4,BHI,24,3713411584,9.56977308786168,no
B6_6_24_S12-0116_4_BHIrif_-2_24_1,B6,6,24,S12-0116,4,BHIrif,24,817837.25,5.91266688746193,yes
B6_6_24_S12-0116_4_BHI_-6_24_1,B6,6,24,S12-0116,4,BHI,24,7408711680,9.86974269395619,no
B6_6_24_S12-0132_4_BHIrif_-2_24_1,B6,6,24,S12-0132,4,BHIrif,24,270320,5.43187817876684,yes
B6_6_24_S12-0132_4_BHI_-6_24_1,B6,6,24,S12-0132,4,BHI,24,3214528256,9.50711724760286,no
B6_6_24_S12-0141_4_BHIrif_-4_24_1,B6,6,24,S12-0141,4,BHIrif,24,4564560,6.65939892014375,no
B6_6_24_S12-0141_4_BHI_-6_24_1,B6,6,24,S12-0141,4,BHI,24,4173473280,9.6204976373447,no
B7_6_0_S12-0166_3_BHI_-1_24_1,B7,6,0,S12-0166,3,BHI,24,60581.68359,4.78234133838751,no
B7_6_0_S12-0184_3_BHI_-1_24_1,B7,6,0,S12-0184,3,BHI,24,14200,4.15228834438306,no
B7_6_0_S12-0180_3_BHI_-3_24_1,B7,6,0,S12-0180,3,BHI,24,103200,5.01367969729119,no
B7_6_0_S12-0166_3_BHIrif_-1_36_1,B7,6,0,S12-0166,3,BHIrif,36,0,1.74036268949424,no
B7_6_0_S12-0166_3_BHI_-3_36_1,B7,6,0,S12-0166,3,BHI,36,283140,5.45200122772659,no
B7_6_0_S12-0180_3_BHIrif_-1_36_1,B7,6,0,S12-0180,3,BHIrif,36,0,1.69897000433602,no
B7_6_0_S12-0180_3_BHI_-3_36_1,B7,6,0,S12-0180,3,BHI,36,123840,5.09286094333882,no
B7_6_0_S12-0184_3_BHIrif_-1_36_1,B7,6,0,S12-0184,3,BHIrif,36,0,1.69897000433602,no
B7_6_0_S12-0184_3_BHI_-1_36_1,B7,6,0,S12-0184,3,BHI,36,17600,4.24551266781415,no
B7_6_1_S12-0166_3_BHI_-1_24_1,B7,6,1,S12-0166,3,BHI,24,9200,3.96378782734556,no
B7_6_1_S12-0180_3_BHI_-3_24_1,B7,6,1,S12-0180,3,BHI,24,501600,5.70035752782266,no
B7_6_1_S12-0184_3_BHI_-1_24_1,B7,6,1,S12-0184,3,BHI,24,10780,4.03261876085072,no
B7_6_1_S12-0166_3_BHIrif_-1_36_1,B7,6,1,S12-0166,3,BHIrif,36,200,2.30102999566398,no
B7_6_1_S12-0184_3_BHI_-1_36_1,B7,6,1,S12-0184,3,BHI,36,8140,3.9106244048892,no
B7_6_1_S12-0184_3_BHIrif_-1_36_2,B7,6,1,S12-0184,3,BHIrif,36,660,2.81954393554187,no
B7_6_1_S12-0180_3_BHI_-1_36_1,B7,6,1,S12-0180,3,BHI,36,5200,3.7160033436348,no
B7_6_1_S12-0180_3_BHIrif_-1_36_2,B7,6,1,S12-0180,3,BHIrif,36,0,1.69897000433602,no
B7_6_1_S12-0166_3_BHI_-1_36_1,B7,6,1,S12-0166,3,BHI,36,5600,3.7481880270062,no
B7_6_2_S12-0166_3_BHI_-1_24_1,B7,6,2,S12-0166,3,BHI,24,63737.625,4.80439587669951,no
B7_6_2_S12-0180_3_BHI_-3_24_1,B7,6,2,S12-0180,3,BHI,24,36673292,7.56434989641448,no
B7_6_2_S12-0166_3_BHI_-1_36_1,B7,6,2,S12-0166,3,BHI,36,54782.27734,4.73864008223772,no
B7_6_2_S12-0166_3_BHIrif_-1_36_1,B7,6,2,S12-0166,3,BHIrif,36,1630.0909425,3.21221183429609,no
B7_6_2_S12-0180_3_BHIrif_-1_36_1,B7,6,2,S12-0180,3,BHIrif,36,1833.852295,3.26336435311715,no
B7_6_2_S12-0180_3_BHI_-3_36_1,B7,6,2,S12-0180,3,BHI,36,34505240,7.53788505247273,no
B7_6_2_S12-0184_3_BHIrif_-1_36_1,B7,6,2,S12-0184,3,BHIrif,36,27915.30859,4.44584243312478,no
B7_6_3_S12-0166_3_BHI_-3_24_1,B7,6,3,S12-0166,3,BHI,24,6885068.5,6.83790826543884,no
B7_6_3_S12-0184_3_BHI_-1_24_1,B7,6,3,S12-0184,3,BHI,24,3349409,6.5249681829527,no
B7_6_3_S12-0180_3_BHI_-3_24_1,B7,6,3,S12-0180,3,BHI,24,15167633,7.18091781181868,no
B7_6_3_S12-0166_3_BHIrif_-1_36_1,B7,6,3,S12-0166,3,BHIrif,36,1080,3.03342375548695,no
B7_6_3_S12-0166_3_BHI_-3_36_1,B7,6,3,S12-0166,3,BHI,36,5375000,6.73037846858764,no
B7_6_3_S12-0184_3_BHIrif_-1_36_2,B7,6,3,S12-0184,3,BHIrif,36,200,2.30102999566398,no
B7_6_3_S12-0180_3_BHI_-3_36_1,B7,6,3,S12-0180,3,BHI,36,14734272,7.16832868282637,no
B7_6_3_S12-0180_3_BHIrif_-1_36_2,B7,6,3,S12-0180,3,BHIrif,36,0,1.69897000433602,no
B7_6_3_S12-0184_3_BHI_-1_36_1,B7,6,3,S12-0184,3,BHI,36,25400,4.40483371661994,no
B7_6_4_S12-0166_3_BHI_-3_24_1,B7,6,4,S12-0166,3,BHI,24,1192480,6.07645110388618,no
B7_6_4_S12-0184_3_BHI_-3_24_1,B7,6,4,S12-0184,3,BHI,24,15690398,7.19563395996753,no
B7_6_4_S12-0180_3_BHI_-3_24_1,B7,6,4,S12-0180,3,BHI,24,2314260,6.36441214900732,no
B7_6_4_S12-0166_3_BHIrif_-1_36_1,B7,6,4,S12-0166,3,BHIrif,36,209437.0938,5.32105360287274,no
B7_6_4_S12-0184_3_BHI_-3_36_1,B7,6,4,S12-0184,3,BHI,36,14121358,7.14987646325597,no
B7_6_4_S12-0184_3_BHIrif_-1_36_2,B7,6,4,S12-0184,3,BHIrif,36,0,1.74036268949424,no
B7_6_4_S12-0180_3_BHI_-3_36_1,B7,6,4,S12-0180,3,BHI,36,2353820,6.37177324865369,no
B7_6_4_S12-0180_3_BHIrif_-1_36_2,B7,6,4,S12-0180,3,BHIrif,36,0,1.69897000433602,no
B7_6_4_S12-0166_3_BHI_-3_36_1,B7,6,4,S12-0166,3,BHI,36,1151360,6.06121113732944,no
B7_6_6_S12-0166_3_BHI_-4_24_1,B7,6,6,S12-0166,3,BHI,24,50394432,7.70238255459514,no
B7_6_6_S12-0184_3_BHI_-4_24_1,B7,6,6,S12-0184,3,BHI,24,13929300,7.1439292920323,no
B7_6_6_S12-0180_3_BHI_-2_24_1,B7,6,6,S12-0180,3,BHI,24,113300,5.0542299098634,no
B7_6_6_S12-0166_3_BHIrif_-1_36_1,B7,6,6,S12-0166,3,BHIrif,36,23700,4.3747483460101,no
B7_6_6_S12-0180_3_BHIrif_-1_36_1,B7,6,6,S12-0180,3,BHIrif,36,0,1.69897000433602,no
B7_6_6_S12-0166_3_BHI_-4_36_1,B7,6,6,S12-0166,3,BHI,36,39009520,7.59117060648626,no
B7_6_6_S12-0184_3_BHI_-4_36_1,B7,6,6,S12-0184,3,BHI,36,13721400,7.13739842487334,no
B7_6_6_S12-0184_3_BHIrif_-1_36_2,B7,6,6,S12-0184,3,BHIrif,36,0,1.69897000433602,no
B7_6_6_S12-0180_3_BHI_-2_36_1,B7,6,6,S12-0180,3,BHI,36,105060,5.02143739646709,no
B7_6_9_S12-0166_3_BHI_-3_24_1,B7,6,9,S12-0166,3,BHI,24,16241391,7.21062322181121,no
B7_6_9_S12-0184_3_BHI_-5_24_1,B7,6,9,S12-0184,3,BHI,24,116284200,8.06552070940629,no
B7_6_9_S12-0180_3_BHI_-5_24_1,B7,6,9,S12-0180,3,BHI,24,161243152,8.20748127920334,no
B7_6_9_S12-0166_3_BHIrif_-3_36_1,B7,6,9,S12-0166,3,BHIrif,36,5794063.25,6.76298323180251,no
B7_6_9_S12-0166_3_BHI_-3_36_1,B7,6,9,S12-0166,3,BHI,36,15259768,7.18354793092648,no
B7_6_9_S12-0184_3_BHI_-5_36_1,B7,6,9,S12-0184,3,BHI,36,108264600,8.03448647566632,no
B7_6_9_S12-0184_3_BHIrif_-1_36_2,B7,6,9,S12-0184,3,BHIrif,36,44916.583985,4.65240671969812,no
B7_6_9_S12-0180_3_BHI_-5_36_1,B7,6,9,S12-0180,3,BHI,36,148839840,8.17271919449143,no
B7_6_9_S12-0180_3_BHIrif_-1_36_2,B7,6,9,S12-0180,3,BHIrif,36,0,1.69897000433602,no
B7_6_12_S12-0166_3_BHI_-5_24_1,B7,6,12,S12-0166,3,BHI,24,87554680,7.9422793650837,no
B7_6_12_S12-0184_3_BHI_-5_24_1,B7,6,12,S12-0184,3,BHI,24,152688640,8.18380672684792,no
B7_6_12_S12-0180_3_BHI_-5_24_1,B7,6,12,S12-0180,3,BHI,24,41037200,7.61317772086513,no
B7_6_12_S12-0166_3_BHIrif_-4_36_1,B7,6,12,S12-0166,3,BHIrif,36,45646818,7.65941050863468,no
B7_6_12_S12-0166_3_BHI_-5_36_1,B7,6,12,S12-0166,3,BHI,36,98232080,7.99225334004554,no
B7_6_12_S12-0180_3_BHIrif_-1_36_2,B7,6,12,S12-0180,3,BHIrif,36,0,1.69897000433602,no
B7_6_12_S12-0180_3_BHI_-5_36_1,B7,6,12,S12-0180,3,BHI,36,34881620,7.54259664657942,no
B7_6_12_S12-0184_3_BHIrif_-3_36_1,B7,6,12,S12-0184,3,BHIrif,36,1960800,6.29243329824402,no
B7_6_12_S12-0184_3_BHI_-5_36_1,B7,6,12,S12-0184,3,BHI,36,150625280,8.1778978672374,no
B7_6_15_S12-0166_3_BHI_-5_24_1,B7,6,15,S12-0166,3,BHI,24,599332032,8.77766748969229,no
B7_6_15_S12-0180_3_BHI_-5_24_1,B7,6,15,S12-0180,3,BHI,24,975551040,8.98924999624256,no
B7_6_15_S12-0184_3_BHI_-5_24_1,B7,6,15,S12-0184,3,BHI,24,307440640,8.48776127552921,no
B7_6_15_S12-0166_3_BHIrif_-2_36_1,B7,6,15,S12-0166,3,BHIrif,36,695896.875,5.84254488625317,no
B7_6_15_S12-0166_3_BHI_-5_36_1,B7,6,15,S12-0166,3,BHI,36,393656768,8.5951177225119,no
B7_6_15_S12-0180_3_BHIrif_-1_36_2,B7,6,15,S12-0180,3,BHIrif,36,2200,3.34242268082221,no
B7_6_15_S12-0180_3_BHI_-5_36_1,B7,6,15,S12-0180,3,BHI,36,536921664,8.7299109274608,no
B7_6_15_S12-0184_3_BHIrif_-1_36_1,B7,6,15,S12-0184,3,BHIrif,36,94548.132815,4.97565295659566,no
B7_6_15_S12-0184_3_BHI_-5_36_1,B7,6,15,S12-0184,3,BHI,36,183639040,8.26396501376185,no
B7_6_18_S12-0166_3_BHI_-6_24_1,B7,6,18,S12-0166,3,BHI,24,527214240,8.72198713199169,no
B7_6_18_S12-0180_3_BHI_-4_24_1,B7,6,18,S12-0180,3,BHI,24,46383480,7.66636332921141,no
B7_6_18_S12-0184_3_BHI_-6_24_1,B7,6,18,S12-0184,3,BHI,24,415482304,8.61855253127581,no
B7_6_18_S12-0166_3_BHIrif_-4_36_1,B7,6,18,S12-0166,3,BHIrif,36,263713272,8.42113198725009,no
B7_6_18_S12-0180_3_BHI_-4_36_1,B7,6,18,S12-0180,3,BHI,36,23086800,7.36336374068453,no
B7_6_18_S12-0180_3_BHIrif_-1_36_2,B7,6,18,S12-0180,3,BHIrif,36,0,1.69897000433602,no
B7_6_18_S12-0166_3_BHI_-6_36_1,B7,6,18,S12-0166,3,BHI,36,1083771392,9.03493768288184,no
B7_6_18_S12-0184_3_BHIrif_-1_36_1,B7,6,18,S12-0184,3,BHIrif,36,39780,4.59966477878842,no
B7_6_18_S12-0184_3_BHI_-6_36_1,B7,6,18,S12-0184,3,BHI,36,1227561472,9.08904324929353,no
B7_6_21_S12-0166_3_BHI_-6_24_1,B7,6,21,S12-0166,3,BHI,24,5915118080,9.77196341861409,no
B7_6_21_S12-0184_3_BHI_-6_24_1,B7,6,21,S12-0184,3,BHI,24,5714374656,9.75696871096785,no
B7_6_21_S12-0180_3_BHI_-6_24_1,B7,6,21,S12-0180,3,BHI,24,3451091200,9.53795643629334,no
B7_6_21_S12-0166_3_BHIrif_-4_36_1,B7,6,21,S12-0166,3,BHIrif,36,238271528,8.37707214989474,no
B7_6_21_S12-0166_3_BHI_-6_36_1,B7,6,21,S12-0166,3,BHI,36,8915048448,9.95012370765068,no
B7_6_21_S12-0184_3_BHIrif_-3_36_1,B7,6,21,S12-0184,3,BHIrif,36,3944240,6.59596333312122,no
B7_6_21_S12-0180_3_BHI_-6_36_1,B7,6,21,S12-0180,3,BHI,36,3027272960,9.4810515817353,no
B7_6_21_S12-0180_3_BHIrif_-1_36_2,B7,6,21,S12-0180,3,BHIrif,36,2600,3.41497334797082,no
B7_6_21_S12-0184_3_BHI_-6_36_1,B7,6,21,S12-0184,3,BHI,36,3525873152,9.5472666839198,no
B7_6_24_S12-0166_3_BHI_-6_24_1,B7,6,24,S12-0166,3,BHI,24,5912792064,9.7717926063718,no
B7_6_24_S12-0184_3_BHI_-6_24_1,B7,6,24,S12-0184,3,BHI,24,2326383360,9.3666812827974,no
B7_6_24_S12-0180_3_BHI_-6_24_1,B7,6,24,S12-0180,3,BHI,24,6546050048,9.81597932139471,no
B7_6_24_S12-0166_3_BHIrif_-4_36_1,B7,6,24,S12-0166,3,BHIrif,36,992675808,8.99680743803734,no
B7_6_24_S12-0184_3_BHIrif_-1_36_2,B7,6,24,S12-0184,3,BHIrif,36,0,1.74036268949424,yes
B7_6_24_S12-0180_3_BHI_-6_36_1,B7,6,24,S12-0180,3,BHI,36,5541458432,9.74362407982105,no
B7_6_24_S12-0180_3_BHIrif_-1_36_2,B7,6,24,S12-0180,3,BHIrif,36,10400,4.01703333929878,no
B7_6_24_S12-0166_3_BHI_-6_36_1,B7,6,24,S12-0166,3,BHI,36,3151140864,9.49846781767432,no
B7_6_24_S12-0184_3_BHI_-6_36_1,B7,6,24,S12-0184,3,BHI,36,1586170496,9.20034986740296,no
B7_6_27_S12-0166_3_BHI_-6_24_1,B7,6,27,S12-0166,3,BHI,24,5638264832,9.75114547103452,no
B7_6_27_S12-0184_3_BHI_-6_24_1,B7,6,27,S12-0184,3,BHI,24,8634988544,9.93626176572735,no
B7_6_27_S12-0180_3_BHI_-6_24_1,B7,6,27,S12-0180,3,BHI,24,6295378944,9.79902187714998,no
B7_6_27_S12-0166_3_BHIrif_-5_36_1,B7,6,27,S12-0166,3,BHIrif,36,566279056,8.75303049941245,no
B7_6_27_S12-0180_3_BHIrif_-3_36_1,B7,6,27,S12-0180,3,BHIrif,36,169540,5.22927217882129,no
B7_6_27_S12-0166_3_BHI_-6_36_1,B7,6,27,S12-0166,3,BHI,36,3452754432,9.53816569140483,no
B7_6_27_S12-0184_3_BHIrif_-1_36_2,B7,6,27,S12-0184,3,BHIrif,36,380046.57815,5.57983682660068,yes
B7_6_27_S12-0180_3_BHI_-6_36_1,B7,6,27,S12-0180,3,BHI,36,5013999616,9.70018429636151,no
B7_6_27_S12-0184_3_BHI_-6_36_1,B7,6,27,S12-0184,3,BHI,36,7371331072,9.86754591730662,no
B7_6_30_S12-0166_3_BHI_-6_24_1,B7,6,30,S12-0166,3,BHI,24,5814436352,9.76450762085628,no
B7_6_30_S12-0180_3_BHI_-6_24_1,B7,6,30,S12-0180,3,BHI,24,3665887744,9.56417916196068,no
B7_6_30_S12-0184_3_BHI_-6_24_1,B7,6,30,S12-0184,3,BHI,24,2410551296,9.38211637760816,yes
B7_6_30_S12-0166_3_BHIrif_-5_36_1,B7,6,30,S12-0166,3,BHIrif,36,233835064,8.36890963496917,yes
B7_6_30_S12-0166_3_BHI_-6_36_1,B7,6,30,S12-0166,3,BHI,36,4249613056,9.62834938762808,no
B7_6_30_S12-0180_3_BHIrif_-3_36_1,B7,6,30,S12-0180,3,BHIrif,36,2068040,6.31555893462078,no
B7_6_30_S12-0180_3_BHI_-6_36_1,B7,6,30,S12-0180,3,BHI,36,2898608640,9.46218958239122,no
B7_6_30_S12-0184_3_BHIrif_-1_36_1,B7,6,30,S12-0184,3,BHIrif,36,153978.38285,5.18745975416154,yes
B7_6_30_S12-0184_3_BHI_-5_36_1,B7,6,30,S12-0184,3,BHI,36,260425872,8.41568412701096,yes
B8_10_0_S12-0116_1_BHIrif_-1_24_1,B8,10,0,S12-0116,1,BHIrif,24,110,2.04139268515822,no
B8_10_0_S12-0132_1_BHIrif_-1_24_2,B8,10,0,S12-0132,1,BHIrif,24,0,1.69897000433602,no
B8_10_0_S12-0116_1_BHI_-1_24_1,B8,10,0,S12-0116,1,BHI,24,2200,3.34242268082221,no
B8_10_0_S12-0141_1_BHIrif_-1_24_1,B8,10,0,S12-0141,1,BHIrif,24,600,2.77815125038364,no
B8_10_0_S12-0132_1_BHI_-1_24_1,B8,10,0,S12-0132,1,BHI,24,3000,3.47712125471966,no
B8_10_0_S12-0141_1_BHI_-1_24_1,B8,10,0,S12-0141,1,BHI,24,5200,3.7160033436348,no
B8_10_1_S12-0116_1_BHIrif_-1_24_1,B8,10,1,S12-0116,1,BHIrif,24,110,2.04139268515822,no
B8_10_1_S12-0132_1_BHI_-1_24_1,B8,10,1,S12-0132,1,BHI,24,7040,3.84757265914211,no
B8_10_1_S12-0132_1_BHIrif_-1_24_2,B8,10,1,S12-0132,1,BHIrif,24,110,2.04139268515822,no
B8_10_1_S12-0116_1_BHI_-1_24_1,B8,10,1,S12-0116,1,BHI,24,16720,4.223236273103,no
B8_10_1_S12-0141_1_BHIrif_-1_24_2,B8,10,1,S12-0141,1,BHIrif,24,3190,3.50379068305718,no
B8_10_1_S12-0141_1_BHI_-1_24_1,B8,10,1,S12-0141,1,BHI,24,12980,4.11327469246435,no
B8_10_2_S12-0116_1_BHIrif_-1_24_1,B8,10,2,S12-0116,1,BHIrif,24,0,1.74036268949424,no
B8_10_2_S12-0141_1_BHI_-1_24_2,B8,10,2,S12-0141,1,BHI,24,276397.5,5.44153411055051,no
B8_10_2_S12-0141_1_BHIrif_-1_24_2,B8,10,2,S12-0141,1,BHIrif,24,17500,4.24303804868629,no
B8_10_2_S12-0132_1_BHI_-1_24_1,B8,10,2,S12-0132,1,BHI,24,25520,4.40688067004912,no
B8_10_2_S12-0132_1_BHIrif_-1_24_2,B8,10,2,S12-0132,1,BHIrif,24,0,1.74036268949424,no
B8_10_2_S12-0116_1_BHI_-1_24_1,B8,10,2,S12-0116,1,BHI,24,109135.5547,5.03796626016201,no
B8_10_3_S12-0116_1_BHIrif_-1_24_1,B8,10,3,S12-0116,1,BHIrif,24,100,2,no
B8_10_3_S12-0132_1_BHI_-3_24_1,B8,10,3,S12-0132,1,BHI,24,976236.375,5.98955498562686,no
B8_10_3_S12-0132_1_BHIrif_-1_24_2,B8,10,3,S12-0132,1,BHIrif,24,220,2.34242268082221,no
B8_10_3_S12-0116_1_BHI_-3_24_1,B8,10,3,S12-0116,1,BHI,24,2902520,6.46277522095487,no
B8_10_3_S12-0141_1_BHI_-3_24_1,B8,10,3,S12-0141,1,BHI,24,800280,5.90324196346628,no
B8_10_3_S12-0141_1_BHIrif_-1_24_3,B8,10,3,S12-0141,1,BHIrif,24,2210742.25,6.34453811122279,no
B8_10_4_S12-0116_1_BHIrif_-1_24_1,B8,10,4,S12-0116,1,BHIrif,24,700,2.84509804001426,no
B8_10_4_S12-0132_1_BHIrif_-1_24_1,B8,10,4,S12-0132,1,BHIrif,24,220,2.34242268082221,no
B8_10_4_S12-0116_1_BHI_-2_24_1,B8,10,4,S12-0116,1,BHI,24,48300,4.68394713075151,no
B8_10_4_S12-0141_1_BHI_-2_24_1,B8,10,4,S12-0141,1,BHI,24,1646357.625,6.21652417941453,no
B8_10_4_S12-0141_1_BHIrif_-1_24_2,B8,10,4,S12-0141,1,BHIrif,24,5940,3.77378644498119,no
B8_10_4_S12-0132_1_BHI_-2_24_1,B8,10,4,S12-0132,1,BHI,24,206460,5.31483592300457,no
B8_10_6_S12-0116_1_BHIrif_-3_24_1,B8,10,6,S12-0116,1,BHIrif,24,53570,4.72892164637286,no
B8_10_6_S12-0132_1_BHIrif_-1_24_2,B8,10,6,S12-0132,1,BHIrif,24,700,2.84509804001426,no
B8_10_6_S12-0116_1_BHI_-3_24_1,B8,10,6,S12-0116,1,BHI,24,2439360,6.38727589808994,no
B8_10_6_S12-0141_1_BHI_-5_24_1,B8,10,6,S12-0141,1,BHI,24,36445280,7.56164129115365,no
B8_10_6_S12-0141_1_BHIrif_-2_24_2,B8,10,6,S12-0141,1,BHIrif,24,2680584.25,6.42822946152779,no
B8_10_6_S12-0132_1_BHI_-3_24_1,B8,10,6,S12-0132,1,BHI,24,19579968,7.29181197769006,no
B8_10_9_S12-0116_1_BHIrif_-1_24_1,B8,10,9,S12-0116,1,BHIrif,24,206250.00785,5.31439397375147,no
B8_10_9_S12-0116_1_BHI_-5_24_1,B8,10,9,S12-0116,1,BHI,24,5.5e+07,7.74036268949424,no
B8_10_9_S12-0132_1_BHIrif_-3_24_2,B8,10,9,S12-0132,1,BHIrif,24,13699091,7.13669175060303,no
B8_10_9_S12-0132_1_BHI_-5_24_1,B8,10,9,S12-0132,1,BHI,24,146384032,8.16549370518885,no
B8_10_9_S12-0141_1_BHIrif_-3_24_1,B8,10,9,S12-0141,1,BHIrif,24,6393935.5,6.80576825093233,no
B8_10_9_S12-0141_1_BHI_-5_24_1,B8,10,9,S12-0141,1,BHI,24,72920160,7.86284761290451,no
B8_10_12_S12-0116_1_BHIrif_-4_24_1,B8,10,12,S12-0116,1,BHIrif,24,4791600,6.68048055624196,no
B8_10_12_S12-0116_1_BHI_-5_24_1,B8,10,12,S12-0116,1,BHI,24,37026340,7.56851078479149,no
B8_10_12_S12-0132_1_BHIrif_-4_24_1,B8,10,12,S12-0132,1,BHIrif,24,9572960,6.9810462442453,no
B8_10_12_S12-0132_1_BHI_-5_24_1,B8,10,12,S12-0132,1,BHI,24,150718752,8.17816728936496,no
B8_10_12_S12-0141_1_BHIrif_-2_24_1,B8,10,12,S12-0141,1,BHIrif,24,10325195.5,7.01389828345361,no
B8_10_12_S12-0141_1_BHI_-5_24_1,B8,10,12,S12-0141,1,BHI,24,450748608,8.65393439421008,no
B8_10_15_S12-0116_1_BHIrif_-4_24_1,B8,10,15,S12-0116,1,BHIrif,24,21033690,7.3229154688851,no
B8_10_15_S12-0141_1_BHI_-6_24_1,B8,10,15,S12-0141,1,BHI,24,397420544,8.59925031349152,no
B8_10_15_S12-0141_1_BHIrif_-4_24_2,B8,10,15,S12-0141,1,BHIrif,24,8065410,6.90662644937057,no
B8_10_15_S12-0132_1_BHI_-6_24_1,B8,10,15,S12-0132,1,BHI,24,1896394240,9.27792862754757,no
B8_10_15_S12-0132_1_BHIrif_-4_24_2,B8,10,15,S12-0132,1,BHIrif,24,17228870,7.23625679405523,no
B8_10_15_S12-0116_1_BHI_-6_24_1,B8,10,15,S12-0116,1,BHI,24,1665677440,9.22159090367875,no
B8_10_18_S12-0116_1_BHIrif_-4_24_1,B8,10,18,S12-0116,1,BHIrif,24,197301160,8.29512963862329,no
B8_10_18_S12-0132_1_BHI_-6_24_1,B8,10,18,S12-0132,1,BHI,24,2182409472,9.33893623788676,no
B8_10_18_S12-0132_1_BHIrif_-4_24_2,B8,10,18,S12-0132,1,BHIrif,24,293520640,8.46763864569585,no
B8_10_18_S12-0116_1_BHI_-6_24_1,B8,10,18,S12-0116,1,BHI,24,7125012480,9.85278562938095,no
B8_10_18_S12-0141_1_BHIrif_-4_24_2,B8,10,18,S12-0141,1,BHIrif,24,298876624,8.47549194894758,no
B8_10_18_S12-0141_1_BHI_-6_24_1,B8,10,18,S12-0141,1,BHI,24,1315478400,9.11908372141615,no
B8_10_21_S12-0116_1_BHIrif_-5_24_1,B8,10,21,S12-0116,1,BHIrif,24,14552440,7.16293581735581,yes
B8_10_21_S12-0132_1_BHIrif_-3_24_1,B8,10,21,S12-0132,1,BHIrif,24,40086954,7.60300305771599,yes
B8_10_21_S12-0116_1_BHI_-6_24_1,B8,10,21,S12-0116,1,BHI,24,4344930304,9.63798281442543,no
B8_10_21_S12-0141_1_BHIrif_-5_24_2,B8,10,21,S12-0141,1,BHIrif,24,281646864,8.44970491994177,no
B8_10_21_S12-0132_1_BHI_-6_24_1,B8,10,21,S12-0132,1,BHI,24,7141214208,9.85377206037586,no
B8_10_21_S12-0141_1_BHI_-6_24_1,B8,10,21,S12-0141,1,BHI,24,5516554240,9.74166789261652,no
B8_10_24_S12-0116_1_BHIrif_-5_24_1,B8,10,24,S12-0116,1,BHIrif,24,41715640,7.62029891090285,yes
B8_10_24_S12-0132_1_BHIrif_-5_24_1,B8,10,24,S12-0132,1,BHIrif,24,225486296,8.35312015263336,no
B8_10_24_S12-0116_1_BHI_-6_24_1,B8,10,24,S12-0116,1,BHI,24,6589415424,9.81884688813088,no
B8_10_24_S12-0132_1_BHI_-6_24_1,B8,10,24,S12-0132,1,BHI,24,2358929664,9.37271499175797,no
B8_10_24_S12-0141_1_BHIrif_-5_24_1,B8,10,24,S12-0141,1,BHIrif,24,108480880,8.03535319954653,no
B8_10_24_S12-0141_1_BHI_-6_24_1,B8,10,24,S12-0141,1,BHI,24,12277850112,10.0891223272094,no
B9_10_0_S12-0166_1_BHI_-3_24_1,B9,10,0,S12-0166,1,BHI,24,1990920,6.29905380937116,no
B9_10_0_S12-0184_1_BHI_-3_24_1,B9,10,0,S12-0184,1,BHI,24,410800,5.61363043492524,no
